MWCO-SHAP,CA-SHAP,Size-SHAP,logKow-SHAP,Init_conc-SHAP,Pres-SHAP,IS-SHAP,charge_product-SHAP,
-1.7472178,-1.8057061,1.5380172,-0.4770914,2.7926836,-0.1428376,1.2371616,2.4098155,
-0.4390038,0.1557528,1.589908,2.4100971,1.5679889,-1.2141131,1.1958786,1.1849004,
-1.8172836,-1.4074411,-1.690055,0.84030795,3.840675,0.45702496,2.2539077,0.38276866,
0.10933045,0.27321407,2.439081,1.3998173,0.82139456,1.0070958,1.1401216,1.133602,
-0.3469586,0.3719574,1.137517,0.82178104,2.3465824,-1.0214669,1.3063612,1.4833183,
-3.4856782,-1.8168683,-3.2784777,-0.1483377,-0.8260253,-3.171683,1.4447243,-15.646478,
-3.3889434,-2.2612855,-2.6118429,0.9647619,-3.484122,-2.4435935,1.3595741,-15.935108,
-3.430629,-2.2539868,-0.882296,0.5748573,-3.044866,-2.393473,1.224664,-17.189037,
-3.183612,-1.6898844,1.2292181,0.30539736,-3.0418148,-1.5195253,1.6422564,-12.920133,
-3.1612723,-2.006407,0.56447875,1.2577927,-3.0880408,-1.627331,1.5978832,-12.941537,
-1.1427552,0.01890068,0.76205933,-9.927495,-4.109129,0.6298445,0.98236275,-11.949933,
-3.230367,-1.9674032,0.68245155,1.7466444,-4.664721,-2.125521,1.5504241,-13.849933,
-1.3216913,-0.991187,4.779843,1.5121872,-2.0666895,-0.8138736,1.1503862,-9.258008,
-0.9598135,-0.6914408,6.5626783,4.4277196,-1.3515865,0.3795331,1.1032676,-7.829704,
-1.4417347,-0.9179689,7.0335155,3.0609949,0.23603803,0.74403006,1.4049217,-7.3740396,
-0.7345404,0.0075319,-0.9393477,1.0628844,-0.3109505,-0.5638384,1.4542468,3.986267,
-0.8320326,-0.0221748,0.41449273,0.81978333,-0.7885794,-0.7071762,1.3973931,3.6604733,
-0.7664223,0.2736452,0.01539212,0.7653296,0.11379377,-0.2980599,1.515058,3.2915728,
-0.9349027,0.04393062,-1.8632414,0.30243543,2.0103288,-0.8873186,1.8955939,4.208801,
-0.7719881,-0.0081274,0.17819588,1.0996099,0.06592002,-0.4275465,1.4115729,3.9005215,
-0.8328267,-0.0111538,0.33167055,0.7871927,-0.0212703,-0.4744144,1.420551,3.3764932,
-0.2514522,0.14072719,1.8258432,0.6198716,0.24422592,-0.106627,1.172289,1.8473914,
-1.1427552,0.01890068,0.76205933,-9.927495,-4.109129,0.6298445,0.98236275,-11.949933,
-0.6130898,0.6175323,0.96743286,-9.051009,0.03880925,0.8381354,1.332475,-1.2909272,
-0.4087916,0.7730448,0.1987119,-8.575946,-0.1860232,0.853708,1.239717,1.6041592,
-0.0294182,0.9207489,0.26671922,-7.5984435,0.38755167,1.6927483,1.0828238,5.1799393,
-1.2339889,-0.5623562,-2.1452084,-6.568926,-2.3142111,-2.6003878,-0.9572316,2.7981956,
-0.5399711,-0.4280702,-3.4807534,0.02036172,-2.6486192,-2.56475,-1.214037,1.5378139,
-0.7636596,-0.6375182,-1.6622757,-1.6464443,-5.48177,-3.2277715,-1.4319829,0.593294,
-0.3438298,-0.1920862,-2.114608,-0.251835,-4.009755,-2.3815985,-1.459204,0.91715,
-0.0131978,0.23960234,0.53840435,1.4471159,-2.7304971,-1.1999962,-1.1011218,1.5210077,
0.02005626,0.18843277,1.2346421,1.7782676,-1.167051,-1.4218353,-0.9803185,1.70477,
-1.998433,-0.9219985,-0.4786348,-1.0801625,0.46172836,0.44881576,-0.9403986,-1.5721754,
-2.2309072,-1.2133642,-0.4407474,-0.997455,0.78236455,0.23243354,-0.8559895,-4.7607226,
-2.9507895,-2.0108116,-0.5651472,-0.9341825,0.9318957,-0.0837864,-0.7534711,-9.147539,
-3.8035371,-2.9707353,-0.8303211,-0.9396602,0.7485772,-0.2477115,-0.7814985,-12.623615,
-4.048871,-2.993789,-0.8577378,-0.9326686,-0.4825859,-0.320421,-0.8444785,-12.676284,
-4.0597796,-3.0058289,-0.8154957,-0.9326721,0.1917387,-0.3124701,-0.8391078,-12.335678,
-0.6238905,-0.1729554,-0.296985,-0.3180443,0.15626527,0.1872981,-0.9027665,3.4782817,
-0.5671949,-0.2079042,-0.1863712,-0.3063875,0.92490923,0.15922509,-0.7837789,3.2073717,
-0.6200956,-0.1953727,-0.1497522,-0.2266627,1.2224802,0.10147435,-0.6568397,3.5805218,
-0.6007597,-0.1859885,-0.1386405,-0.22375,1.5675036,0.12844695,-0.6558255,3.632453,
-0.5991629,-0.1744002,-0.2303024,-0.2323032,1.817258,0.20656818,-0.6542635,3.948609,
-0.7855731,-0.0454145,-0.1482315,-0.1824765,0.941441,0.13891023,-0.5092812,4.5293465,
-0.5819101,-0.0377513,-0.3923807,-0.3318495,0.27207333,0.18469666,-0.5222364,3.8553755,
-0.4322313,-0.0693132,-0.1545845,-0.1821413,1.6160258,0.2109868,-0.3912872,4.0914693,
-0.5061038,-0.0513841,-0.1374686,-0.1824814,1.7873082,0.19159448,-0.2992518,4.06279,
-0.7680247,0.0007462,-0.2519768,-0.2135276,0.921117,0.10859182,-0.277973,3.961114,
-0.4376571,-0.016253,-0.2349356,-0.2006067,1.4967618,0.21069278,-0.2846069,3.84878,
0.5484248,2.5520878,-0.1691585,-0.3332664,1.4142339,0.45994598,-0.6403889,-2.4307003,
0.5363146,2.4983566,-0.1909615,-0.3878693,1.2531544,0.48337406,-0.6578367,-2.277507,
0.8200823,3.7186794,-0.1328556,-0.1932043,1.7552834,0.24749273,-0.737087,-3.6555276,
0.6398897,2.8747816,0.00556855,-0.2757958,2.0174236,0.37103263,-0.5946033,-3.2101102,
0.6553653,2.9434972,-0.0282864,-0.2183816,2.2657928,0.3325635,-0.5449242,-3.0338004,
0.6465232,2.888225,0.0081521,-0.2321868,2.2839434,0.34251836,-0.5404644,-3.3660462,
0.9877112,3.762933,-0.062579,-0.111735,2.3756359,0.25606573,-0.6018077,-3.8363414,
1.0409061,3.851652,-0.0577252,-0.0589216,2.086469,0.2754686,-0.580565,-3.9079657,
1.0575321,3.8438318,-0.0661083,-0.1039933,2.3175104,0.2897026,-0.5555552,-4.15929,
1.141916,3.8536317,-0.1048054,-0.116743,1.0722089,0.25482523,-0.5671183,-4.37953,
-0.0798514,0.01315011,-0.1910268,-0.3564354,1.7815169,0.3689124,-0.8792927,1.476404,
-0.0782463,-0.0099606,-0.0904507,-0.3398058,1.5746633,0.3007006,-0.863099,0.9435058,
-0.0014014,-0.0222962,-0.0605494,-0.3411269,1.7190404,0.29777318,-0.8102842,0.9865367,
0.00975145,0.09848672,-0.0607801,-0.299595,1.8267882,0.32059103,-0.784175,1.3996092,
0.04638157,-0.0312546,-0.0630443,-0.3427016,1.9882481,0.31141812,-0.791928,1.2847403,
0.16399802,0.02696235,-0.1013637,-0.3422993,1.5649824,0.3182782,-0.7603648,1.5616136,
0.10498317,0.00649996,-0.0958503,-0.3366128,1.471782,0.28230816,-0.8217617,1.4336354,
-0.126147,-0.4236476,-0.2926282,-0.4595951,0.8411458,0.3006106,-0.712123,1.0031888,
-0.1098277,-0.1749782,-0.1087718,-0.3153591,1.7486213,0.3140982,-0.7706185,1.7247458,
-0.028385,-0.250989,-0.0543431,-0.3368403,1.8371681,0.3101158,-0.6950145,1.5935614,
-0.0134783,-0.2705753,-0.0745842,-0.3274297,1.7659874,0.3167534,-0.5409195,1.4696083,
-0.0016747,-0.3223018,-0.1442926,-0.3562752,2.01244,0.32389802,-0.4462425,0.65697,
0.042554,-0.4287307,-0.2008628,-0.3552099,1.4896882,0.25323164,-0.5029098,0.95608854,
0.03851404,-0.4287307,-0.2054893,-0.3553669,1.3429638,0.2525706,-0.5317512,0.8759077,
0.03769528,-0.4283735,-0.2136878,-0.3532909,1.3354281,0.23912008,-0.5338138,0.9718376,
-0.785666,0.01322027,-0.4254757,-0.455244,1.599215,-1.368174,1.5391897,3.1702073,
-0.4673579,-0.1242793,-0.0862073,-0.0586577,1.0378463,-0.1110147,1.4454937,3.2207747,
-0.3621461,-0.0720305,-0.1022725,-0.1472522,1.106971,0.62340903,1.4209526,3.105219,
-0.4339388,-0.0688344,-0.1561414,-0.0893952,1.0966202,-0.1062643,1.5300725,3.2777786,
-0.9563386,0.00114901,-0.44762,-0.5060956,0.6588892,-1.4061475,1.5466927,3.9422364,
-0.6646391,-0.1362736,-0.1156333,-0.1214745,0.08732922,-0.1155231,1.564367,3.926985,
-0.5741484,-0.0740392,-0.1525766,-0.2038827,0.2173011,0.5651441,1.4874587,3.7621148,
-0.6239345,-0.0653459,-0.190817,-0.1459529,0.3187716,-0.0527081,1.5982273,3.9417372,
3.321706,0.21511412,0.09050994,-0.3439012,1.3255494,-1.0288635,0.6220348,0.27611417,
3.0455148,0.47790706,0.38047522,-0.0510069,0.57961273,-0.1036486,0.6550205,0.25288278,
3.1059732,0.38845107,0.34582,-0.0901859,0.6007528,0.5149211,0.52366734,0.28929925,
3.5648997,0.37237537,0.33518472,-0.0245431,0.6011284,0.10871172,0.575422,0.34584022,
3.0948439,0.29485834,-0.0368613,-0.5021694,1.1367744,-0.6317353,0.6337566,1.7788681,
2.673954,0.15619615,0.2626537,-0.1073282,0.41928077,-0.0656783,0.66239196,1.6715404,
2.6585546,0.08088733,0.23109928,-0.1606276,0.42693892,0.36120856,0.5294453,1.5582727,
3.109186,0.09261938,0.22633724,-0.1132497,0.43936262,0.01006333,0.5916916,1.6449102,
-1.1156423,-0.3731008,-0.4486062,-0.6832619,0.6832938,-1.2740483,-0.3146726,3.7678103,
-0.8416518,-0.5105239,-0.1140924,-0.2855369,0.01066467,-0.0713969,-0.2814634,3.7391284,
-0.7522339,-0.4482893,-0.1554424,-0.3722715,0.08644494,0.53342515,-0.3797672,3.5750225,
-0.8240988,-0.4460346,-0.2131756,-0.3201023,0.05873743,-0.2833151,-0.3270533,3.7429192,
3.0524173,0.33311155,-0.075753,-0.5504081,1.1740133,-0.4411795,0.455978,1.9040068,
2.519999,0.16337378,0.24920331,-0.1948445,0.53119236,-0.0748845,0.48010397,1.6719471,
2.5223181,0.10278157,0.19236097,-0.2144224,0.5460877,0.31585443,0.38445127,1.4922771,
2.9737458,0.09811735,0.18617122,-0.1386793,0.553912,0.01662103,0.4498912,1.6396223,
3.1416762,0.41218427,-0.0545269,-0.5168116,1.206734,-0.6760936,0.6207196,1.8258487,
2.6352334,0.2555047,0.26043695,-0.1653331,0.5119445,-0.0681846,0.65015143,1.805427,
2.623146,0.17803949,0.21300083,-0.1780811,0.5202511,0.365553,0.52635664,1.6930645,
3.0986347,0.17892379,0.20553671,-0.1063892,0.53576416,0.05853995,0.5922016,1.808233,
4.4476223,2.6695907,-0.2750556,-0.3531825,1.8276265,-1.2364789,0.44161513,-4.198719,
4.3177547,2.7040293,0.11844757,-0.0775693,1.3137772,-0.4580579,0.4155524,-4.3687463,
4.245549,2.4317482,0.10168061,-0.2106737,1.3424057,0.64734185,0.36434633,-3.845499,
4.729356,2.394774,0.08177873,-0.1214656,1.3430976,0.0980138,0.40665376,-3.9320767,
4.788586,1.9036083,-0.2989864,-0.4069415,1.909908,-1.1740893,0.40534598,-3.5201786,
4.6750145,1.8494745,0.0897717,-0.1215962,1.3777641,-0.4596383,0.38021582,-3.4791121,
4.5734253,1.569329,0.07207805,-0.2716945,1.4050429,0.58846444,0.3319422,-2.9711645,
5.0504518,1.5689954,0.05230045,-0.204983,1.40557,0.07173967,0.37424964,-3.0501063,
-2.310173,-0.905045,-0.8559879,-1.3950062,-0.0677171,-0.980344,0.05919099,-2.9222949,
-2.1627975,-1.0384394,-0.5675629,-1.0148631,-0.6535974,-0.0359954,0.07639537,-3.2092774,
-2.1140914,-1.0826863,-0.5958552,-1.1344553,-0.6234369,0.5224266,-0.0134738,-3.4197826,
-2.210658,-1.0809625,-0.6698396,-1.0934752,-0.6852372,-0.847368,0.01802221,-3.8049393,
3.4957528,0.89580595,-0.2310843,-0.8248395,0.8696742,-0.6478041,0.3010753,-1.6501613,
3.2331593,0.7147655,0.04777359,-0.476686,0.3016225,-0.1553462,0.3160171,-1.7560577,
3.310561,0.7646698,0.01101672,-0.5449095,0.3038601,0.5204662,0.2255543,-1.6506548,
3.7890518,0.75602126,-0.0113136,-0.4636656,0.27774003,-0.2835098,0.28048748,-2.0080528,
3.6760056,1.0115858,-0.1589467,-0.8165112,0.89303356,-0.7879611,0.41070533,-0.3337743,
3.4349806,0.8697635,0.12540075,-0.4658088,0.32780796,-0.1362387,0.43581787,-0.3103822,
3.4984944,0.91244775,0.09055811,-0.5239095,0.3265861,0.5502147,0.34099573,-0.1700293,
4.0010467,0.9041351,0.0677999,-0.4457137,0.30323133,-0.1968582,0.40073425,-0.4949211,
3.0820298,0.26396585,-0.1007613,-0.5663324,1.1864816,-0.6762857,0.5979669,1.2427032,
2.6152203,0.13195167,0.20340449,-0.168963,0.4707645,-0.0806955,0.62228274,1.1649083,
2.596511,0.05304467,0.1595638,-0.202321,0.47118306,0.38473478,0.4886359,1.0901834,
3.0471423,0.06477677,0.15690403,-0.1460769,0.48347566,0.05387594,0.55088234,1.1971077,
-1.1169469,-0.3246088,-0.6222395,-0.7508838,0.46468288,-1.4244577,-0.627273,1.5619364,
-0.8356784,-0.4621083,-0.2809244,-0.3543895,-0.1877221,-0.1210593,-0.5823444,1.6340014,
-0.7437726,-0.3998739,-0.3032791,-0.4395175,-0.1072153,0.61051714,-0.6791694,1.5966488,
-0.8156375,-0.3976195,-0.367176,-0.3882109,-0.1349227,-0.2014959,-0.6264556,1.7692734,
3.0980234,0.34911454,-0.1144427,-0.5760847,1.1398331,-0.433914,0.3213469,1.3702558,
2.5769105,0.1904909,0.21074635,-0.2272807,0.5043996,-0.0343872,0.35264492,1.141452,
2.5648232,0.11961548,0.15620916,-0.23771,0.51783377,0.30208665,0.25218698,0.931825,
3.0403118,0.11528698,0.14959168,-0.1624095,0.5287811,0.03890488,0.32243177,1.0908248,
2.596511,0.05304467,0.1595638,-0.202321,0.47118306,0.38473478,0.4886359,1.0901834,
2.596511,0.05304467,0.1595638,-0.202321,0.47118306,0.38473478,0.4886359,1.0901834,
2.596511,0.05304467,0.1595638,-0.202321,0.47118306,0.38473478,0.4886359,1.0901834,
2.596511,0.05304467,0.1595638,-0.202321,0.47118306,0.38473478,0.4886359,1.0901834,
2.5648232,0.11961548,0.15620916,-0.23771,0.51783377,0.30208665,0.25218698,0.931825,
2.5648232,0.11961548,0.15620916,-0.23771,0.51783377,0.30208665,0.25218698,0.931825,
2.5648232,0.11961548,0.15620916,-0.23771,0.51783377,0.30208665,0.25218698,0.931825,
2.5648232,0.11961548,0.15620916,-0.23771,0.51783377,0.30208665,0.25218698,0.931825,
2.5648232,0.11961548,0.15620916,-0.23771,0.51783377,0.30208665,0.25218698,0.931825,
2.5648232,0.11961548,0.15620916,-0.23771,0.51783377,0.30208665,0.25218698,0.931825,
3.0396094,0.24731761,-0.0595113,0.7809558,0.3171748,0.88591677,-0.5157679,1.3984851,
2.8478382,0.21693973,0.03893607,0.8027268,0.99931943,0.7188228,-0.4124709,1.2505869,
2.850377,0.2878232,0.0482865,0.80606824,1.1433911,0.6491581,-0.3366364,1.2244585,
2.902447,0.28837067,-0.0133599,0.8070158,1.1232349,0.656601,-0.3263605,1.2393651,
3.0569777,0.29959643,-0.0029999,0.79499835,1.0436808,0.1644971,-0.3731206,1.434329,
3.113738,0.3192538,0.00192252,0.7714621,1.1924703,-0.1496449,-0.3326613,1.3593366,
3.113738,0.3192538,0.00192252,0.7714621,1.1924703,-0.1496449,-0.3326613,1.3593366,
3.1065266,0.3192538,0.00192252,0.77108586,1.2684032,-0.1774327,-0.3326613,1.3518983,
3.1070766,0.3125022,-0.0035375,0.7667407,1.2114167,-0.1755985,-0.3095586,1.4566146,
3.3934243,0.3124227,-0.0339071,0.75537854,0.89187783,-0.1532749,-0.2925143,1.4380376,
-0.4707141,-0.3109886,-0.3128611,0.5996382,-0.5274155,-0.4946078,-0.7925154,2.489381,
-0.3249837,-0.2987092,-0.1697152,0.5439607,0.5472099,-0.1521377,-0.656564,2.615771,
-0.3168004,-0.2671991,-0.0928691,0.62990135,1.046654,0.21506353,-0.4723556,2.7398744,
-0.335856,-0.2479349,-0.0938896,0.65289414,1.0704421,0.58293194,-0.4483333,2.8661208,
-0.3299993,-0.2522502,-0.0708718,0.6780542,0.9956349,0.81833166,-0.4102483,3.1100442,
-0.3228084,-0.2504766,-0.0707669,0.67382777,1.1783187,0.83125335,-0.4057233,3.1055622,
-0.3124915,-0.2471699,-0.0673528,0.65004194,1.2843127,0.82049805,-0.4301917,3.1206594,
-0.3064436,-0.2471699,-0.0673528,0.65104055,1.3859336,0.8251274,-0.4301917,3.1285357,
-0.3074523,-0.2387304,-0.0722354,0.64718103,1.3526626,0.82696164,-0.4070889,3.2466311,
-0.3008549,-0.2367792,-0.0722551,0.6485909,1.4481112,0.8283905,-0.3939276,3.258904,
-7.121216,-0.0565411,-0.6632003,0.63214564,4.1645045,-2.251779,-1.6025635,-1.2725846,
-7.121216,-0.0565411,-0.6632003,0.63214564,4.1645045,-2.251779,-1.6025635,-1.2725846,
-7.121216,-0.0565411,-0.6632003,0.63214564,4.1645045,-2.251779,-1.6025635,-1.2725846,
-7.121216,-0.0565411,-0.6632003,0.63214564,4.1645045,-2.251779,-1.6025635,-1.2725846,
-15.558865,-0.7186178,-1.0662249,0.20597482,-9.058518,-2.4398978,-1.7787174,-2.9908717,
-15.558865,-0.7186178,-1.0662249,0.20597482,-9.058518,-2.4398978,-1.7787174,-2.9908717,
-15.558865,-0.7186178,-1.0662249,0.20597482,-9.058518,-2.4398978,-1.7787174,-2.9908717,
-15.558865,-0.7186178,-1.0662249,0.20597482,-9.058518,-2.4398978,-1.7787174,-2.9908717,
-16.246822,-1.536942,-1.2686087,0.14931507,-5.3693895,-1.8654901,-1.1837369,-11.029127,
-16.246822,-1.536942,-1.2686087,0.14931507,-5.3693895,-1.8654901,-1.1837369,-11.029127,
-16.246822,-1.536942,-1.2686087,0.14931507,-5.3693895,-1.8654901,-1.1837369,-11.029127,
-16.246822,-1.536942,-1.2686087,0.14931507,-5.3693895,-1.8654901,-1.1837369,-11.029127,
3.0430312,0.746764,0.95782346,2.40771,-1.3186532,0.16817077,-1.0244999,-0.0593565,
3.0516198,0.67461073,0.8528337,1.8806758,0.04968607,0.21512555,-0.776512,0.10773873,
3.2113256,0.69877815,0.8064546,1.8220627,0.24775916,0.51294225,-0.6609754,-0.3171173,
4.602453,0.77983326,1.302413,2.1340387,-0.2702647,0.8146837,-1.2050351,-3.408392,
4.579211,0.72461015,1.2105247,1.7530923,0.80201924,0.83289427,-0.9924402,-3.2752843,
4.5652094,0.7273963,1.1961008,1.7529125,0.9527426,0.8460565,-0.9841818,-3.2427382,
4.536229,0.7271231,1.2238938,1.7442456,1.1961083,0.8478113,-0.9613556,-3.256099,
4.53639,0.7271231,1.2238938,1.7432868,1.2259003,0.8476415,-0.9613556,-3.26176,
4.471545,0.71399957,1.1218286,1.752502,1.401465,0.8302589,-0.9282033,-3.376642,
4.5539203,0.7204974,1.113299,1.7536844,1.5596783,0.8441101,-0.9101478,-3.4761226,
4.8793063,0.6793454,1.1454879,1.7417364,1.0034373,0.8523825,-0.9249418,-3.898423,
4.060133,0.41424274,1.1587827,1.9836215,-0.134789,1.0123717,-1.2635325,-2.4439254,
4.0609894,0.45693013,1.063308,1.6740857,0.9791617,1.0190634,-1.0032483,-2.4037814,
4.046989,0.4330136,1.0629787,1.673906,1.1687363,1.0322254,-0.9949902,-2.3056808,
3.967109,0.43354726,1.0959045,1.6607972,1.3703502,1.0349025,-0.9518108,-2.2964368,
3.964482,0.43354726,1.0959045,1.6598384,1.389313,1.0347328,-0.9518108,-2.3129275,
3.901737,0.43560866,0.997359,1.6688527,1.563514,1.0098299,-0.9012417,-2.4432154,
3.9841118,0.4423375,0.98895425,1.6724604,1.7127209,1.0236809,-0.8790705,-2.55625,
4.282502,0.43904698,1.0148054,1.6789215,1.2305782,1.0436778,-0.8885393,-2.9253764,
